0,1,666.1080993352356,1
0,2,281.1138559374119,1
0,3,395.60080889704966,1
0,4,291.20439557122074,1
0,5,326.266762021509,1
0,6,640.8002808988149,1
0,7,426.8782027698299,1
0,8,600.1874707122766,1
0,9,561.4712815451918,1
0,10,1040.9731024382907,1
0,11,655.0190836914601,1
0,12,975.0,1
0,13,1120.7698247187066,1
0,14,299.0401310861136,1
0,15,260.0480724789169,1
0,16,429.53463189829057,1
0,17,161.55494421403512,1
0,18,305.0,1
0,19,210.05951537600004,1
0,20,286.9233347080715,1
0,21,46.09772228646444,1
0,22,181.1767093199344,1
0,23,274.5906043549196,1
0,24,410.03048667141815,1
0,25,728.9718787443038,1
0,26,798.5142453331688,1
0,27,707.0007072132248,1
0,28,406.2634613154375,1
0,29,360.06943774777665,1
0,30,146.37281168304446,1
0,31,90.55385138137417,1
0,32,827.3149339882606,1
0,33,135.09256086106296,1
0,34,121.6552506059644,1
0,35,125.0,1
0,36,207.9663434308542,1
0,37,240.41630560342617,1
0,38,166.20770138594662,1
0,39,208.92582415776178,1
0,40,395.37956446938426,1
0,41,565.795899596312,1
0,42,463.8156961552724,1
0,43,154.434452114805,1
0,44,240.20824298928628,1
0,45,279.8660393831306,1
0,46,791.2806076228584,1
0,47,267.30132809247317,1
0,48,64.03124237432849,1
0,49,217.0829334609241,1
0,50,789.3826701923472,1
0,51,1220.4609784831305,1
1,0,666.1080993352356,1
1,2,649.3265742290239,1
1,3,1047.091209016674,1
1,4,945.1454914456292,1
1,5,978.084863393765,1
1,6,45.0,1
1,7,956.1511386804913,1
1,8,1134.9559462816167,1
1,9,1132.9827889248804,1
1,10,1638.7876616572387,1
1,11,1258.5904814513735,1
1,12,1440.0781228808387,1
1,13,1515.7258987033242,1
1,14,957.8230525519837,1
1,15,724.0338389882064,1
1,16,494.77267507411926,1
1,17,595.4829972383762,1
1,18,843.4008536870235,1
1,19,564.468776815866,1
1,20,392.4601890638081,1
1,21,636.4157446198201,1
1,22,509.82840250421515,1
1,23,921.7917335276987,1
1,24,1028.846441409018,1
1,25,1191.5116449284078,1
1,26,1301.508739886137,1
1,27,1243.7242459645145,1
1,28,635.0196847342609,1
1,29,390.4484601070927,1
1,30,541.2254613375095,1
1,31,730.0,1
1,32,1488.7074930959407,1
1,33,782.0805585104389,1
1,34,776.9813382572326,1
1,35,785.0,1
1,36,857.7004138975334,1
1,37,896.9392398596462,1
1,38,827.9643712141242,1
1,39,869.7413408594534,1
1,40,896.1724164467461,1
1,41,102.59142264341595,1
1,42,1123.710371937538,1
1,43,744.8825410761082,1
1,44,823.2860985101108,1
1,45,859.0838143045182,1
1,46,1151.271036724194,1
1,47,910.3021476411005,1
1,48,728.0109889280518,1
1,49,596.2591718372138,1
1,50,1421.5572447144011,1
1,51,1716.049241717731,1
2,0,281.1138559374119,1
2,1,649.3265742290239,1
2,3,603.5105632878351,1
2,4,508.9449872039217,1
2,5,542.5172808307584,1
2,6,610.5735008989499,1
2,7,308.05843601498725,1
2,8,485.64390246352315,1
2,9,487.2627627882106,1
2,10,1266.6885963013956,1
2,11,891.3613184337763,1
2,12,1247.7579893553077,1
2,13,1399.7321172281502,1
2,14,504.8762224545735,1
2,15,537.4011537017761,1
2,16,217.3131381210073,1
2,17,134.6291201783626,1
2,18,207.0024154448445,1
2,19,440.9648512069868,1
2,20,288.5307609250702,1
2,21,240.52026941611388,1
2,22,361.178626167164,1
2,23,505.69259436934607,1
2,24,652.533524043018,1
2,25,1005.9448295011014,1
2,26,1067.6375789564547,1
2,27,970.3221114660843,1
2,28,651.2488003827723,1
2,29,504.2072986381693,1
2,30,208.92582415776178,1
2,31,245.20399670478457,1
2,32,903.3963692643446,1
2,33,393.605132080363,1
2,34,373.6642878306676,1
2,35,367.6955262170047,1
2,36,447.4650824366076,1
2,37,462.0876540224809,1
2,38,392.23717314910374,1
